Feature_1,Feature_2,Label
0.09934283060224654,-0.027652860234236933,0.0
0.1295377076201385,0.3046059712816051,0.0
-0.046830674944667194,-0.04682739138983611,0.0
0.3158425631014783,0.15348694583058176,0.0
-0.09389487718699042,0.10851200871719294,0.0
-0.09268353856249245,-0.09314595071405138,0.0
0.04839245431320682,-0.3826560489315596,0.0
-0.3449835665026066,-0.11245750584819454,0.0
-0.20256622406688476,0.06284946651905478,0.0
-0.1816048151042422,-0.2824607402670583,0.0
0.29312975378431083,-0.04515526009730714,0.0
0.013505640937584768,-0.28494963724269134,0.0
-0.10887654490503654,0.02218451794197322,0.0
-0.23019871548446058,0.0751396036691344,0.0
-0.120127737983761,-0.05833874995865536,0.0
-0.12034132244587939,0.37045563690178757,0.0
-0.0026994449475867843,-0.2115421857911801,0.0
0.16450898242063783,-0.24416872999420447,0.0
0.041772719000951086,-0.3919340247759551,0.0
-0.26563720977968613,0.039372247173824704,0.0
0.1476933159990821,0.0342736562379941,0.0
-0.023129656477648107,-0.06022073911785776,0.0
-0.2957043980734855,-0.14396884167894172,0.0
-0.09212775419195751,0.21142444524378315,0.0
0.06872365791369228,-0.3526080310725468,0.0
0.064816793878959,-0.07701645608326331,0.0
-0.13538440006119176,0.12233525776817358,0.0
0.2061999044991902,0.18625602382323972,0.0
-0.1678435046445277,-0.06184247517024292,0.0
0.06625268628071279,0.19510902542447184,0.0
-0.095834847569058,-0.03713179533276342,0.0
-0.22126699480120565,-0.23924132481613417,0.0
0.16250516447883961,0.2712480057141646,0.0
-0.01440202431606677,0.20070657957840485,0.0
0.07232720500952683,-0.12902395092102487,0.0
0.07227912110168279,0.30760731329319385,0.0
-0.007165207821990308,0.3129287311628013,0.0
-0.5239490208179489,0.16438050087504477,0.0
0.017409413647634247,-0.05980147009317349,0.0
0.01835215530710046,-0.3975137829201786,0.0
-0.04393437756750239,0.07142251430234929,0.0
0.29557880894830324,-0.10365404365472948,0.0
-0.16169872057863754,-0.10035140871690731,0.0
0.18308042354041484,0.0657502219319369,0.0
-0.10595204075340776,0.10265348662267122,0.0
0.019415509869608077,0.19372899810657784,0.0
-0.14041061877547048,-0.06553242931955365,0.0
-0.07842163062643154,-0.2927029896264237,0.0
0.059224055412915214,0.05221105443597787,0.0
0.001022691328492178,-0.046917426675029385,0.0
-0.2830741484100829,-0.08412906455307181,0.0
-0.0685429033053539,-0.1604554538443238,0.0
-0.03225714233320183,0.08081017136290769,0.0
0.37723718024210606,0.03491556256636779,0.0
0.05151007814455288,-0.014889183153233444,0.0
-0.3837542430598083,-0.005302775089843376,0.0
0.012046041988205289,0.49264842249705726,0.0
-0.038472192956224505,0.0603094684667225,0.0
-0.006942353941048663,-0.23373560752390643,0.0
0.22856456290300411,0.15038660653735483,0.0
0.1582063894086094,-0.18187749095894779,0.0
0.28055886218721987,-0.2803702125584562,0.0
0.11737141876005407,0.4380911251619957,0.0
-0.19810726502613768,-0.11325954592055439,0.0
0.019930273017528245,-0.10069513082323985,0.0
-0.31013268621322654,0.013712594961205466,0.0
-0.21246074274522098,0.09471848612703632,0.0
-0.18388484684676065,0.3099868810035079,0.0
-0.15665065846724743,-0.06441230324113512,0.0
0.16270344347393395,-0.24617286328679105,0.0
0.045491986920825886,0.26142855085648564,0.0
-0.32149664691224555,0.036926771706460845,0.0
0.05197655884968471,0.15636457435546208,0.0
-0.2473901421756164,-0.26409132261685525,0.0
0.10438831312337954,0.059396934646637214,0.0
0.05009857006917531,0.06928964189939514,0.0
-0.13600494431569818,0.04645073943220071,0.0
0.058614494659736255,-0.14287028360527357,0.0
0.3731549022289513,0.0947665841823575,0.0
-0.23826069944052974,0.13131072172676594,0.0
-0.1949363340454643,0.15741692074849042,0.0
0.23171911580148083,-0.1641364636703421,0.0
0.19267522584886437,0.08255618538729967,0.0
0.164412031998898,0.3793585965307895,0.0
-0.0490776232005741,-0.15074723287149794,0.0
-0.17790288592510467,-0.16316205699308767,0.0
-0.015420341882820841,0.06823039496332878,0.0
0.055338159866003815,0.16543664980720477,0.0
0.002600378375581404,0.2907068154314634,0.0
-0.05293136664759122,0.5440338333179238,0.0
0.12513346955300125,-0.1714315112832565,0.0
-0.21417849961222246,0.09649448304863706,0.0
-0.04469255706517018,0.1428000988184184,0.0
0.09464752491470897,-0.014565782531374555,0.0
-0.169358743613681,-0.3029694449371729,0.0
-0.08930299041340423,0.1712797588646945,0.0
0.042818748826040795,-0.24914775574239761,0.0
0.0346361851702364,0.07706347594576736,0.0
-0.17677148724022662,0.030745021189105583,0.0
0.01164174368919998,-0.22859405956612464,0.0
0.07155747206965667,0.11215690527364688,0.0
0.2166102486350554,0.2107604104069806,0.0
-0.27553387359141823,-0.18756500798302456,0.0
0.10300705344173196,0.10275719018244177,0.0
0.1030095372612096,0.7705462981309443,0.0
0.1141781021386334,0.2271131280361198,0.0
0.19080035269864049,0.1302782502611596,0.0
-0.06305384892806913,0.15179384409865349,0.0
-0.15456504290751438,-0.04736372134800178,0.0
-0.0970727095658207,0.016374827877264513,0.0
0.46293171333470173,-0.37345303851834966,0.0
0.1372520380749027,-0.32254317423793033,0.0
-0.0943863731578867,0.21779011939347323,0.0
0.012856003819092555,-0.21554895558586123,0.0
-0.14306074185199366,0.13591954978693518,0.0
-0.14607332634342735,0.043291717916394974,0.0
0.009114367980762757,-0.13032006952116343,0.0
0.4287888178650652,0.12678380446360224,0.0
-0.40502851733152145,0.03729086295388553,0.0
-0.1323572929536776,0.1704866669592448,0.0
-0.15850414768654014,-0.022947288293379803,0.0
0.10099745579609143,0.1731510388340243,0.0
-0.24005928141115526,-0.06690024716818968,0.0
-0.09498906223219124,-0.1306658465147424,0.0
0.3530908480562194,0.08099634219219111,0.0
-0.25217679086700906,0.18357238941095522,0.0
0.4244312394025267,0.2064930521102294,0.0
-0.3038739931908027,-0.09684681457325028,0.0
0.25338222983732456,-0.14153389312375617,0.0
0.0887638856292457,0.15492681068586736,0.0
-0.1853860943156166,-0.011905071212360016,0.0
-0.6482534680138146,-0.20487752826685798,0.0
-0.050513630278632066,-0.2495566363929699,0.0
0.3264822607863271,-0.28602827559212657,0.0
-0.08800889733939676,0.02614811545721827,0.0
0.2882546578132231,-0.2871724302358879,0.0
0.23263275043099194,0.00204661220391741,0.0
-0.1963017302095902,0.09242069485265415,0.0
0.03981193911469401,-0.12004337543175894,0.0
0.013960416998003784,-0.07706271937235204,0.0
0.02270346905024961,0.13242613490420935,0.0
0.31720336322907045,-0.24756309976536983,0.0
0.42660667493125337,-0.3904175599045004,0.0
-0.030357019007116667,0.1176634412969153,0.0
0.05619837354700653,-0.12453990396411876,0.0
-0.041624450071455044,-0.09860018693176657,0.0
-0.11787295138884231,0.16992041940420494,0.0
0.07140309719300947,-0.13858191905213085,0.0
0.17991997508665014,0.06145990417532187,0.0
0.16257242376779202,0.12592576838472244,0.0
-0.16579900218441446,-0.11203620803939392,0.0
0.14945872102465238,0.12207405308669297,0.0
-0.004180318792829626,0.0234654766617564,0.0
0.25553297915768497,-0.11831427776716599,0.0
0.10941947623400759,-0.04043853048677881,0.0
-0.04353624064544406,0.21975537039743803,0.0
0.16508326979760599,0.16270192720012772,0.0
0.2610957614308658,0.00420076832655181,0.0
0.13639059425899278,-0.06205335131869121,0.0
0.06483327049768843,-0.026028610873536917,0.0
0.01939919299854364,0.11903140508738273,0.0
-0.16364413664669453,0.41847745513709206,0.0
-0.2012034762999404,-0.24283772255754643,0.0
0.23162217470001356,0.15833253879258719,0.0
0.12482396341043103,0.12566910185285599,0.0
-0.002449354569382925,-0.17945087429716633,0.0
0.015160911638745268,-0.13543234230242235,0.0
0.19502394668355025,-0.02941147630042773,0.0
-0.16509943935850233,-0.0642771683305987,0.0
0.08258629085512487,-0.11274491056079494,0.0
-0.1644440791132863,0.04873744229838246,0.0
0.048993314221744556,-0.10138863507422596,0.0
-0.09420766112366456,0.04640998747152726,0.0
-0.2896168682994648,-0.28149275487531106,0.0
-0.1436888442504872,-0.04268943034236945,0.0
0.06218151311960092,0.2950712433899104,0.0
0.1715319246404039,-0.031987705992685425,0.0
-0.003803241580537766,-0.20050587292756178,0.0
-0.0037026271984779862,-0.057731727784027666,0.0
0.0645437120676179,-0.1654461887104646,0.0
0.10386930284823447,0.3065477826005156,0.0
-0.02175202969137152,0.0803423444197883,0.0
0.1380287983422225,-0.08024409437716726,0.0
0.044818496362083356,0.0025184801563589722,0.0
0.019535219709766346,-0.1546019567710933,0.0
0.004902034851788543,0.09959965824908995,0.0
0.29022872155900836,0.19185416521704138,0.0
0.4306364915023113,-0.1534695125776099,0.0
0.17446412734413563,0.03666840114767035,0.0
0.4379605866435345,-0.1616596570710303,0.0
-0.16794436843615523,-0.11987852908880443,0.0
